,SIZE,SEXA,SSJB1WK,SPAGEX,SPLVTG,PPLVTG,MMLVTG,CCNUMTTL,CC01SEX,CC01AGE,SZFFOTHR,SZFFONLY,SZFFTTL,FFHEAD,SZFFOUT,INCSELF,INCSP,INCPEN,INCUEB,INCIRR,INCRENT,SZINCOMA,XNUMSISE,XNUMBROY,XSSNBROY,XSSNSISY,TP5LOC15,PPJBXX15,PPJBSZ15,MMJBTP15,XXLSTSCH,SSLSTSCH,PPLSTSCH,DOLSTSCH,XSPSCH
3560,1,2,1,41,1,2,2,4,2,9,0,5,6,2,0,1,1,1,1,1,1,1,0,0,1,0,2,2,1,0,2,2,2,1,2
3561,2,2,1,42,1,2,2,3,2,9,0,4,5,2,0,1,1,1,1,1,1,1,0,0,0,1,2,2,3,2,3,3,2,1,2
3562,1,2,1,36,1,2,2,2,1,9,0,3,4,2,0,0,1,1,1,1,1,2,1,0,0,0,1,2,2,4,2,3,2,1,2
3563,1,2,1,40,1,3,2,2,2,9,0,3,4,2,0,1,1,1,1,1,1,1,1,0,0,1,2,2,4,2,2,2,2,1,2
3564,1,2,1,29,1,2,2,1,1,3,0,2,3,2,0,1,1,1,1,1,1,1,0,0,2,0,2,2,2,4,2,3,2,1,1
3565,1,2,1,37,1,2,2,2,2,17,0,3,4,2,0,1,1,1,1,1,1,1,1,0,0,0,2,2,3,1,3,3,2,1,2
3566,3,1,3,35,1,2,2,2,2,5,0,3,4,1,0,0,1,1,1,1,1,4,1,0,1,0,2,2,2,4,3,3,3,1,2
3567,1,1,0,0,0,3,1,0,0,0,0,1,2,4,0,0,1,1,1,1,1,0,0,1,0,0,3,2,2,4,2,0,0,1,2
3568,2,2,1,37,1,2,2,3,2,9,0,4,5,2,0,1,1,1,1,1,1,1,1,0,1,0,2,2,6,1,3,3,3,1,2
3569,2,1,1,32,1,2,2,1,2,5,0,2,3,1,0,0,1,1,1,1,1,0,1,0,0,0,2,2,2,2,2,2,3,1,2
3570,2,2,0,0,0,1,3,0,0,0,0,1,2,4,0,0,1,0,1,1,1,3,0,0,0,0,2,2,2,2,3,0,2,1,2
3571,2,2,1,37,1,2,2,1,2,7,0,2,3,2,0,1,1,1,1,1,1,3,0,0,0,0,2,2,6,2,3,2,3,1,2
3572,3,2,1,35,1,2,2,2,2,3,0,3,4,2,0,1,1,1,1,1,1,1,0,0,1,0,4,2,3,4,2,2,0,1,2
3573,2,2,1,35,1,2,2,2,2,7,0,3,4,2,0,0,1,1,1,1,1,4,0,0,1,0,2,2,3,2,2,3,2,1,2
3574,3,2,1,33,1,3,2,2,2,6,0,3,4,2,0,0,1,1,1,1,1,2,0,1,0,0,1,2,2,4,2,3,0,1,2
3575,2,2,0,0,0,1,1,0,0,0,0,2,3,4,1,0,1,0,1,0,0,4,0,1,0,0,2,2,0,1,3,0,3,1,2
3576,1,2,0,0,0,2,2,1,1,9,0,1,2,1,0,0,1,1,1,1,1,3,2,0,0,0,1,2,2,3,3,0,3,1,2
3577,2,2,0,0,0,2,2,1,2,12,0,1,2,1,0,0,1,1,1,1,1,3,0,0,0,0,3,1,0,1,2,0,2,1,2
3578,3,2,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,1,1,1,1,4,0,0,0,0,2,2,3,3,3,0,3,1,1
3579,4,2,0,0,0,1,1,0,0,0,0,2,3,4,0,1,1,0,1,1,1,1,0,0,0,0,3,2,6,4,3,0,3,1,1
3580,3,2,1,46,1,2,2,2,2,11,0,3,4,2,0,0,1,1,1,1,1,2,0,1,0,1,3,2,5,2,2,3,2,1,2
3581,3,1,1,27,1,2,2,1,1,4,0,2,3,1,0,0,1,1,1,1,1,4,0,0,1,0,2,2,1,3,2,2,0,1,1
3582,1,1,3,32,1,2,2,2,2,4,0,3,4,1,0,0,1,1,1,1,1,4,0,1,0,1,2,0,0,3,2,3,2,1,2
3583,1,1,0,0,0,2,1,0,0,0,0,1,2,4,0,1,1,1,1,1,1,1,0,2,0,0,1,0,0,1,2,0,0,1,2
3584,3,2,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,1,1,1,4,0,0,0,0,2,2,0,1,3,0,3,1,2
3585,2,2,1,30,1,3,3,2,1,2,0,3,4,2,0,1,1,1,1,1,1,0,0,1,0,0,3,2,2,1,2,2,2,1,2
3586,2,1,0,0,0,1,3,0,0,0,1,2,3,4,0,0,1,1,1,1,1,4,0,1,0,0,3,2,5,2,2,0,3,1,1
3587,1,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,1,1,1,1,4,1,1,0,0,2,2,5,2,3,0,2,1,2
3588,1,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,1,1,1,1,4,1,0,0,0,1,1,0,2,3,0,3,1,2
3589,2,1,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,0,0,1,0,0,3,2,0,3,3,0,2,1,2
3590,3,2,1,39,1,2,2,1,2,4,0,2,3,2,0,1,1,1,1,1,1,1,1,0,1,0,2,2,0,1,3,3,3,1,2
3591,2,2,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,0,1,1,1,3,0,0,0,0,2,2,3,1,2,0,2,1,2
3592,1,1,0,0,0,2,2,0,0,0,1,1,2,1,0,1,1,1,1,0,1,2,0,0,0,0,2,2,2,4,2,0,3,1,1
3593,2,1,0,0,0,1,1,0,0,0,1,3,4,1,0,0,1,1,1,1,1,0,0,2,0,0,2,2,5,1,3,0,3,1,1
3594,3,2,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,4,0,1,0,0,2,2,6,2,2,0,0,1,2
3595,2,1,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,0,1,1,1,3,0,1,0,0,2,2,6,1,3,0,2,3,2
3596,1,2,1,33,1,2,2,0,0,0,0,1,2,1,0,0,1,1,1,1,1,4,0,1,0,0,3,2,2,1,3,3,2,1,2
3597,2,1,0,0,0,1,1,0,0,0,4,6,7,4,0,0,1,0,1,1,1,4,0,1,0,0,2,2,1,2,3,0,3,1,2
3598,2,1,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,3,0,0,0,0,2,2,1,1,3,0,3,1,2
3599,1,2,1,26,1,2,2,1,1,3,0,2,3,2,0,0,1,1,1,1,1,4,1,0,0,0,3,2,0,3,3,2,2,1,2
3600,1,2,1,33,1,2,2,1,1,5,0,2,3,2,0,1,1,1,1,1,1,1,1,0,0,0,3,2,6,1,2,2,3,1,2
3601,1,1,1,24,1,2,2,0,0,0,0,1,2,1,0,0,1,1,1,1,1,4,1,0,1,0,1,2,2,4,3,2,3,1,2
3602,2,2,1,25,1,2,2,0,0,0,2,3,4,4,0,1,1,1,1,1,1,2,1,0,0,0,2,1,3,2,3,3,2,1,2
3603,2,2,0,0,0,2,1,0,0,0,0,1,2,4,1,0,1,1,1,1,1,4,0,0,0,0,2,1,5,2,3,0,3,1,2
3604,1,2,1,25,1,2,2,1,1,2,0,2,3,2,0,1,1,1,1,1,1,3,0,0,0,0,2,0,0,1,2,3,2,1,2
3605,2,2,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,1,1,1,1,3,1,0,0,0,1,2,2,4,3,0,2,1,2
3606,1,2,0,0,0,1,1,0,0,0,2,4,5,4,0,0,1,1,1,1,1,3,0,0,0,0,2,2,5,2,3,0,3,2,2
3607,3,1,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,1,1,1,4,0,0,0,0,2,2,4,3,2,0,2,1,1
3608,3,1,0,0,0,1,1,0,0,0,1,3,4,4,0,1,1,1,1,1,1,1,1,1,0,0,2,2,0,2,3,0,3,3,2
3609,2,2,0,0,0,1,1,0,0,0,1,3,4,4,1,0,1,1,1,1,1,3,0,0,0,0,2,1,0,2,3,0,2,1,2
3610,1,2,1,27,1,3,2,2,2,3,0,3,4,2,0,0,1,1,1,1,1,3,0,1,1,0,2,2,2,1,2,2,2,1,2
3611,3,2,0,0,0,1,1,0,0,0,0,2,3,4,1,0,1,1,1,1,1,3,0,0,0,0,2,0,0,2,3,0,3,1,2
3612,2,1,0,0,0,2,1,0,0,0,4,5,6,4,0,0,1,0,1,1,1,3,0,1,0,0,1,2,0,0,2,0,2,1,1
3613,1,1,0,0,0,1,1,0,0,0,0,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,2,2,2,4,3,0,3,3,2
3614,3,1,0,0,0,1,1,0,0,0,1,3,4,4,0,1,1,1,1,1,1,1,0,1,0,0,2,2,2,3,2,0,2,1,2
3615,1,1,0,0,0,2,2,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,3,2,2,4,3,0,3,3,2
3616,2,1,0,0,0,1,1,0,0,0,1,3,4,4,0,1,1,1,1,1,1,1,0,1,0,0,1,2,3,1,3,0,2,3,2
3617,1,2,0,0,0,1,1,0,0,0,1,3,4,4,0,1,1,1,1,1,1,1,0,0,0,0,2,2,6,2,2,0,3,1,1
3618,3,2,0,0,0,3,1,0,0,0,0,1,2,4,0,0,1,0,1,1,1,2,1,0,0,0,2,0,0,3,2,0,2,1,1
3619,1,1,0,0,0,1,1,0,0,0,2,4,5,4,0,1,1,1,1,1,1,3,0,1,0,0,2,2,0,2,0,0,2,3,1
3620,2,1,0,0,0,1,1,0,0,0,1,3,4,4,0,1,1,1,1,1,1,1,0,0,0,0,2,2,0,1,3,0,3,3,2
3621,1,1,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,1,1,1,3,0,0,0,0,3,2,2,4,2,0,2,1,2
3622,1,2,0,0,0,1,1,0,0,0,2,4,5,4,0,0,1,1,1,1,1,2,1,0,0,0,1,2,3,1,2,0,3,1,1
3623,4,2,0,0,0,1,1,0,0,0,2,4,5,4,0,1,1,1,1,1,1,1,0,0,0,0,3,2,2,4,3,0,3,3,2
3624,3,2,0,0,0,1,1,0,0,0,2,4,5,4,0,0,1,1,1,1,1,3,0,1,0,0,2,2,1,2,2,0,2,1,2
3625,3,2,0,0,0,1,1,0,0,0,3,5,6,4,0,1,1,1,1,1,1,1,0,1,0,0,2,2,0,2,3,0,3,3,2
3626,3,2,0,0,0,3,3,2,1,62,1,2,3,4,0,1,1,0,1,1,1,0,1,0,1,0,2,2,2,4,3,2,1,1,2
3627,1,1,1,75,1,3,3,2,2,51,0,1,2,1,0,0,1,0,1,1,1,0,4,0,0,0,1,2,2,4,2,2,2,1,2
3628,2,1,3,75,1,3,3,2,1,52,0,1,2,1,0,1,1,0,1,1,1,3,1,2,3,2,2,2,2,4,2,2,1,2,2
3629,3,1,3,79,1,3,3,2,1,0,1,2,3,1,0,1,1,0,1,1,1,3,0,0,0,0,1,2,0,3,2,2,0,1,2
3630,3,2,3,75,1,3,3,2,1,50,0,1,2,2,0,1,1,0,1,1,1,0,0,5,0,1,4,2,2,1,2,2,1,1,2
3631,3,2,3,83,1,3,3,3,1,55,1,3,4,4,0,1,1,0,1,1,1,2,4,0,3,2,3,2,2,4,2,2,1,1,2
3632,3,2,3,82,1,3,3,3,1,52,0,1,2,2,0,1,1,0,1,1,1,0,2,0,2,2,2,0,0,4,2,2,1,1,2
3633,3,1,3,67,1,3,3,0,0,0,1,2,3,1,0,1,1,0,1,1,1,4,0,1,1,1,2,2,1,1,2,2,1,1,2
3634,2,2,0,0,0,3,3,2,1,53,0,2,3,4,0,1,1,0,1,1,1,3,0,1,1,0,1,2,5,1,1,1,1,1,2
3635,3,1,3,73,1,3,3,2,1,43,1,3,4,1,0,1,1,0,1,1,1,3,0,0,0,0,2,2,2,1,3,2,2,1,2
3636,3,1,0,0,0,2,2,2,2,46,0,1,2,1,0,0,1,0,1,1,1,5,1,0,1,0,2,2,2,1,3,2,0,1,2
3637,2,2,0,0,0,3,3,1,2,42,2,3,4,1,0,0,1,1,1,1,1,5,0,0,1,0,1,2,2,4,0,2,1,2,1
3638,4,1,3,71,1,3,3,3,2,46,4,6,7,1,0,1,1,0,1,1,1,4,0,4,2,0,3,2,1,4,3,2,1,1,2
3639,1,2,0,0,0,3,3,6,1,50,0,1,2,1,0,1,1,0,1,1,1,0,4,0,0,1,2,2,1,1,2,3,3,1,2
3640,2,2,3,73,1,3,3,2,2,43,0,2,3,2,0,1,1,0,1,1,1,0,1,0,0,0,2,2,0,1,2,2,0,1,2
3641,1,1,1,74,1,3,3,2,2,47,3,5,6,1,0,0,1,0,1,1,1,4,0,0,0,2,1,0,0,2,3,2,0,1,2
3642,2,2,0,0,0,3,3,1,2,50,2,3,4,4,0,1,1,0,1,1,1,0,0,0,0,0,1,2,5,4,2,2,2,1,2
3643,2,2,3,78,1,3,3,0,0,0,0,1,2,2,0,1,1,0,1,1,1,3,0,0,2,4,4,2,2,4,2,2,1,1,1
3644,1,2,3,80,1,3,3,2,2,51,0,1,2,2,0,1,1,0,1,1,1,0,1,0,1,1,1,2,6,3,3,3,3,1,2
3645,1,1,3,65,1,3,3,2,1,41,0,2,3,1,0,1,1,0,1,1,1,4,0,1,2,2,1,2,1,4,3,2,1,1,2
3646,2,2,3,75,1,3,3,2,1,45,0,1,2,2,0,1,1,0,1,1,1,3,0,2,2,0,2,0,0,4,2,2,1,1,2
3647,3,2,3,76,1,3,3,2,1,47,3,5,6,4,0,1,1,0,1,1,1,2,1,1,1,0,4,2,2,1,2,2,1,1,2
3648,1,1,3,65,1,3,2,2,1,39,0,1,2,1,0,1,1,0,1,1,1,4,0,0,0,1,2,2,4,1,3,3,3,1,2
3649,1,2,3,75,1,3,3,1,2,38,0,1,2,2,0,1,1,0,1,1,1,2,1,0,1,2,3,2,1,4,2,3,1,1,2
3650,1,2,1,67,1,3,3,2,1,41,0,2,3,2,0,1,1,0,1,1,1,2,1,0,1,2,4,2,2,1,0,0,0,1,2
3651,3,1,3,67,1,3,3,2,1,40,0,1,2,1,0,0,1,0,1,1,1,5,2,0,0,2,2,0,0,1,3,2,2,1,2
3652,2,1,3,70,1,3,3,2,2,38,0,1,2,1,0,0,1,1,1,1,1,5,0,1,1,0,1,2,2,1,2,2,0,1,1
3653,3,2,3,74,1,3,3,2,1,48,0,1,2,2,0,1,1,0,1,1,1,0,1,0,2,2,2,0,0,4,2,2,1,1,2
3654,3,2,3,74,1,3,3,2,2,48,3,5,6,2,0,1,1,0,1,1,1,2,0,1,4,1,3,0,0,2,2,2,1,1,2
3655,1,1,3,64,1,3,3,3,2,43,0,1,2,1,0,1,1,0,1,1,1,4,2,0,0,0,3,2,1,1,3,3,2,1,2
3656,1,1,3,65,1,3,3,0,0,0,0,1,2,1,0,1,1,0,1,1,1,3,0,0,0,0,1,2,3,1,3,3,3,1,2
3657,2,1,1,67,1,3,3,2,1,42,2,5,6,1,0,0,1,0,1,1,1,4,0,0,0,0,2,2,2,4,2,2,1,1,2
3658,2,1,3,66,1,3,3,2,2,43,0,1,2,1,0,1,1,0,1,1,1,3,0,2,0,0,2,0,0,4,2,2,0,1,2
3659,1,1,3,68,1,3,3,2,1,40,0,2,3,1,0,1,1,0,1,1,1,0,1,0,0,0,1,2,0,1,3,2,0,1,2
3660,2,2,3,71,1,3,3,0,0,0,0,1,2,2,0,1,1,0,1,1,1,0,0,0,0,0,2,0,0,1,2,2,1,1,2
3661,3,1,3,65,1,3,3,1,1,23,0,2,3,1,0,0,1,0,1,1,1,4,0,3,0,1,1,2,5,1,2,2,1,1,2
3662,1,1,1,64,1,3,3,1,1,40,0,1,2,1,0,1,1,0,1,1,1,4,1,1,0,1,1,2,6,1,3,2,3,1,2
3663,2,2,3,70,1,3,3,0,0,0,0,1,2,2,0,1,1,0,1,1,1,3,1,2,0,2,3,0,0,2,2,2,1,1,2
3664,2,1,3,67,1,3,3,3,1,41,0,1,2,1,1,1,1,0,1,1,1,4,1,0,0,0,2,2,6,1,3,3,3,1,2
3665,4,2,3,70,1,3,1,2,2,40,0,2,3,2,1,0,1,0,1,1,1,2,2,0,2,1,3,0,0,1,2,2,1,1,2
3666,1,1,3,65,1,3,3,2,2,40,0,1,2,1,0,1,1,0,1,1,1,3,0,1,2,0,3,2,0,4,2,2,1,1,2
3667,2,1,0,0,0,3,3,2,2,43,0,0,1,1,0,1,1,0,1,1,1,3,2,1,0,0,2,0,0,0,2,0,0,1,2
3668,2,1,0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,1,1,1,3,2,0,0,0,1,2,1,1,2,0,2,1,1
3669,1,1,3,61,1,3,3,1,1,42,0,1,2,1,0,1,1,0,1,1,1,2,2,2,2,0,4,2,1,1,2,2,0,1,1
3670,3,2,0,0,0,3,3,0,0,0,0,0,1,1,0,1,1,0,1,1,0,4,3,1,1,1,3,2,0,4,2,3,1,1,2
3671,2,1,3,60,1,3,3,2,2,32,0,1,2,1,0,1,1,0,1,1,1,0,0,0,1,1,2,2,2,1,2,2,1,1,2
3672,2,1,3,62,1,3,3,2,2,33,0,1,2,1,0,1,1,0,1,1,1,3,0,0,0,1,3,2,6,1,3,3,2,1,2
3673,1,1,1,58,1,3,3,2,2,34,0,2,3,1,0,1,1,0,1,1,1,4,0,0,1,0,1,2,2,1,3,2,0,1,2
3674,2,1,3,63,1,3,2,2,1,36,0,1,2,1,0,0,1,0,1,1,1,5,0,0,1,1,3,2,1,4,3,3,1,1,2
3675,2,2,3,70,1,3,3,2,2,39,0,1,2,2,0,0,1,0,1,1,1,2,0,1,1,1,1,2,5,1,2,2,1,1,2
3676,2,2,0,0,0,3,3,2,2,31,0,1,2,1,0,0,1,0,1,1,1,4,1,1,2,0,3,2,0,4,2,3,0,1,2
3677,3,2,1,67,1,3,3,2,1,39,0,1,2,2,0,1,1,1,1,1,1,1,0,0,0,0,2,2,0,1,2,2,0,1,2
3678,3,1,1,58,1,3,3,2,1,35,0,1,2,1,0,0,1,0,1,1,1,4,0,1,1,0,2,0,0,3,2,2,1,1,2
3679,3,1,3,55,1,3,2,1,1,19,0,2,3,1,0,0,1,1,1,1,1,4,1,2,0,0,3,2,1,1,2,2,1,1,2
3680,2,2,1,65,1,3,3,1,2,31,0,2,3,2,1,1,1,0,1,1,1,1,2,0,0,0,2,0,0,1,2,3,2,1,1
3681,3,2,1,63,1,3,3,3,1,37,0,3,4,2,0,0,1,0,1,1,1,3,1,0,0,0,3,2,0,1,2,2,1,1,2
3682,1,2,3,65,1,3,3,2,1,36,0,1,2,2,0,1,1,0,1,1,1,2,0,0,1,0,2,2,0,1,3,3,2,1,2
3683,1,1,1,56,1,2,2,4,1,23,0,5,6,1,0,0,1,1,1,1,1,5,0,2,0,2,1,2,0,1,2,2,2,1,2
3684,3,2,0,0,0,3,3,0,0,0,0,0,1,1,0,1,1,0,1,1,1,4,1,1,0,0,3,2,4,1,3,0,2,1,2
3685,2,1,1,55,1,3,3,2,2,30,0,2,3,1,0,0,1,0,1,1,1,4,0,1,0,0,2,2,3,1,3,3,2,1,2
3686,1,2,1,62,1,3,3,2,2,35,0,1,2,2,0,0,1,1,1,1,1,2,1,0,0,1,3,2,0,1,3,3,2,1,2
3687,1,2,3,63,1,3,1,2,1,33,0,3,4,2,0,0,1,0,1,1,1,0,0,0,0,0,1,2,2,4,2,2,2,1,2
3688,2,2,1,68,1,3,2,2,1,37,0,1,2,2,0,0,1,1,1,1,1,0,2,0,0,0,4,0,0,4,2,2,0,1,1
3689,1,2,1,62,1,3,3,3,1,36,0,1,2,2,0,0,1,0,1,1,1,4,0,2,1,0,4,2,2,4,3,3,2,1,2
3690,3,2,3,65,1,3,3,2,1,0,1,2,3,2,0,1,1,0,1,1,1,3,1,1,1,2,2,2,5,1,2,2,1,1,1
3691,3,1,1,59,1,3,3,3,2,33,1,4,5,1,0,0,1,0,1,1,1,4,0,0,1,0,3,2,2,1,3,2,1,1,2
3692,1,2,1,67,1,3,2,3,2,36,0,3,4,2,0,1,1,0,1,1,1,1,0,0,0,0,2,0,0,3,2,2,0,1,2
3693,2,1,3,54,1,3,1,1,2,21,0,3,4,1,0,1,1,1,1,1,1,0,1,0,0,2,2,2,1,3,2,2,1,1,2
3694,1,2,3,58,1,3,3,3,1,32,0,3,4,2,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,3,2,2,0,1,2
3695,2,1,3,58,1,3,3,3,2,35,0,2,3,1,0,1,1,0,1,1,1,4,2,1,0,0,4,2,2,4,2,2,1,1,1
3696,3,1,3,51,1,1,3,2,2,20,0,4,5,1,0,1,1,1,0,1,1,0,1,0,0,0,2,2,5,2,2,2,0,1,2
3697,2,2,1,63,1,3,1,2,2,36,0,3,4,2,0,1,1,1,1,1,1,1,3,1,0,0,3,2,2,4,2,3,0,1,2
3698,1,2,1,62,1,2,2,3,1,32,0,2,3,2,0,1,1,1,1,1,1,0,0,1,0,0,1,2,2,1,2,3,2,1,2
3699,2,1,1,53,3,3,2,2,1,27,0,1,2,1,1,0,1,1,1,1,1,5,0,0,1,0,2,2,6,1,3,3,2,1,2
3700,1,1,1,0,1,3,1,3,1,26,0,3,4,1,0,0,1,1,1,1,1,0,0,0,0,0,2,0,0,3,3,2,0,1,2
3701,4,1,1,56,1,3,2,1,1,28,0,1,2,1,0,0,1,1,1,1,1,5,1,1,0,0,3,2,2,4,3,3,2,1,2
3702,1,2,1,58,1,3,2,2,1,31,2,5,6,2,0,1,1,1,1,1,1,1,3,0,0,1,2,2,6,1,3,3,2,1,2
3703,3,2,3,60,1,3,2,2,1,30,0,3,4,2,0,0,1,1,1,1,1,0,0,0,0,0,2,2,5,1,2,2,1,1,2
3704,3,2,3,64,1,2,2,2,1,34,0,2,3,2,0,0,1,0,1,1,1,2,0,0,0,0,1,2,0,1,3,2,0,1,2
3705,1,1,3,56,1,3,3,2,1,29,0,3,4,1,0,0,1,1,1,1,1,5,0,1,0,0,2,2,2,4,3,3,0,1,2
3706,2,2,1,60,1,3,2,2,1,30,0,1,2,2,0,1,1,1,1,1,1,0,1,0,0,0,4,2,6,1,3,3,2,1,2
3707,3,2,1,61,1,3,1,3,1,31,1,4,5,2,1,1,1,1,1,1,1,1,0,0,0,0,3,2,6,1,3,3,3,1,2
3708,2,1,3,50,1,3,2,2,2,26,0,3,4,1,0,0,1,1,1,1,1,5,0,0,1,0,2,2,3,1,3,3,3,1,2
3709,3,2,1,57,1,3,2,2,1,27,0,3,4,2,0,1,1,1,1,1,1,0,0,0,0,0,2,1,5,1,3,3,3,1,2
3710,4,1,1,48,1,1,1,2,1,25,0,3,4,1,0,0,1,1,1,1,1,0,0,0,0,1,3,2,2,3,2,2,1,1,2
3711,3,2,1,59,1,2,2,2,2,28,2,3,4,2,1,0,1,1,1,1,1,2,0,0,0,1,3,2,1,4,3,3,1,1,1
3712,2,1,1,57,2,3,3,0,0,0,0,0,1,1,1,0,1,1,1,1,1,5,0,0,1,1,2,2,2,4,3,3,2,1,1
3713,1,1,1,51,1,2,2,2,1,28,0,2,3,1,0,0,1,1,1,1,1,0,0,0,1,0,2,0,0,1,3,2,0,1,2
3714,2,2,1,63,1,3,2,3,2,30,0,2,3,2,0,1,1,1,1,1,1,4,2,0,0,0,4,2,1,4,3,3,1,1,2
3715,1,2,1,64,1,3,3,2,2,19,0,3,4,2,0,1,1,1,1,1,1,2,1,0,0,0,1,2,6,1,3,3,3,1,2
3716,2,2,1,57,1,3,2,1,1,20,0,2,3,2,0,0,1,1,1,1,1,4,0,0,0,0,2,2,5,3,2,3,0,1,2
3717,3,2,1,54,1,2,2,1,2,26,0,1,2,2,0,0,1,1,1,1,1,2,0,0,1,0,2,2,3,1,3,3,2,1,1
3718,2,2,1,54,1,3,3,3,1,30,1,2,3,2,0,0,1,1,1,1,1,0,1,0,0,0,3,2,4,1,2,2,1,1,2
3719,2,1,1,49,1,3,2,3,2,25,2,6,7,1,0,0,1,1,1,1,1,5,2,0,0,0,3,2,3,1,2,2,1,1,2
3720,1,1,0,0,0,3,2,0,0,0,0,0,1,1,1,0,1,1,1,1,1,5,0,0,0,0,2,2,0,1,3,0,2,1,2
3721,2,1,1,50,1,2,2,3,2,24,0,3,4,1,0,0,1,1,1,1,1,4,1,0,1,2,2,2,2,3,3,2,2,1,2
3722,3,1,3,45,1,1,1,2,2,21,0,5,6,1,0,0,1,1,1,1,1,4,0,1,1,0,2,2,2,1,2,2,1,1,2
3723,3,1,1,45,1,3,2,1,1,14,0,2,3,1,0,0,1,1,1,1,1,5,0,0,0,2,2,2,6,1,3,3,0,1,2
3724,1,1,3,47,1,2,2,3,2,20,0,4,5,1,0,0,1,1,1,1,1,5,0,0,0,1,1,2,0,1,3,3,3,1,2
3725,3,1,1,46,1,3,3,2,2,18,0,3,4,1,0,0,1,1,1,1,1,5,0,1,1,1,2,2,5,2,3,2,2,1,2
3726,2,1,1,50,1,3,3,3,2,25,0,3,4,1,0,0,1,1,1,1,1,5,0,1,0,0,2,2,6,1,2,2,1,1,2
3727,2,1,1,47,1,3,3,2,1,21,0,3,4,1,0,0,1,1,1,1,1,5,1,1,1,1,3,2,5,3,3,2,1,1,2
3728,1,2,1,53,1,3,2,3,2,19,0,4,5,2,0,1,1,1,1,1,1,0,0,0,1,0,4,2,0,1,2,2,0,1,2
3729,3,2,1,50,1,3,2,3,1,23,1,4,5,2,1,0,1,1,1,1,1,2,0,0,0,2,2,2,4,1,3,3,1,1,2
3730,2,2,1,50,1,2,3,3,1,22,0,4,5,2,0,1,1,1,1,1,1,1,0,0,0,1,2,2,2,4,3,3,3,1,2
3731,2,2,1,52,1,3,3,2,1,26,0,2,3,2,0,0,1,1,1,1,1,0,0,0,0,1,2,2,2,1,2,3,2,1,2
3732,2,1,1,50,2,2,2,1,1,9,0,0,1,1,2,0,1,1,1,1,1,5,0,0,0,0,3,2,2,4,3,2,2,1,2
3733,3,2,1,48,2,2,2,2,2,21,0,2,3,2,1,0,1,1,1,1,1,4,0,1,0,1,2,2,2,2,3,3,0,1,2
3734,1,2,1,51,1,3,2,2,2,22,0,3,4,2,0,1,1,1,1,1,1,1,0,0,1,0,1,2,6,1,3,3,3,1,2
3735,2,2,1,50,1,3,2,2,1,22,0,3,4,2,0,0,1,1,1,1,1,0,2,0,1,0,2,2,3,1,2,3,1,1,1
3736,3,2,1,56,1,1,1,2,2,25,1,5,6,2,1,1,1,1,1,1,1,1,0,0,0,1,2,2,1,1,3,2,1,1,2
3737,3,1,3,44,1,2,2,1,2,9,0,2,3,1,0,0,1,1,1,1,1,5,0,0,0,0,2,2,2,4,3,3,2,1,2
3738,1,2,1,50,1,2,2,2,1,16,0,3,4,2,0,1,1,1,1,1,1,1,0,0,0,0,1,2,6,3,3,3,3,1,2
3739,3,2,1,45,1,2,2,2,2,15,2,5,6,2,0,0,1,1,1,1,1,4,1,0,0,0,3,2,6,3,3,2,2,1,2
3740,2,2,1,53,1,3,2,3,1,27,0,1,2,2,0,0,1,1,1,1,1,3,1,1,1,1,2,2,5,2,2,2,0,1,1
3741,2,2,1,56,1,2,2,2,1,15,0,3,4,2,0,1,1,1,1,1,1,0,0,0,1,0,2,2,6,3,3,2,0,1,1
3742,2,2,1,53,1,3,2,2,1,25,0,3,4,2,0,0,1,1,1,1,1,3,0,0,1,0,2,2,4,1,2,2,2,1,2
3743,2,2,0,0,0,3,1,0,0,0,0,1,2,4,0,0,1,0,1,1,1,4,0,0,0,0,2,2,3,2,3,0,2,1,2
3744,3,1,1,46,1,3,3,2,1,22,0,3,4,1,0,0,1,1,1,1,1,0,1,0,1,0,2,2,3,2,2,2,0,1,1
3745,2,2,1,52,1,3,3,1,1,19,0,2,3,2,0,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,2,2,2,1,1
3746,2,1,1,42,1,3,3,0,0,0,2,3,4,1,0,0,1,0,1,1,1,4,0,2,0,1,2,2,2,4,3,3,2,1,2
3747,2,1,1,45,1,3,2,0,0,0,0,1,2,1,0,0,1,1,1,1,1,5,0,0,1,0,1,0,0,2,3,2,2,1,2
